,testing,training,dow
2012-11-17 00:30:00,2.520868530507191,1.6897042135710858,5
2012-11-17 00:45:00,2.555321310630584,1.6897042135710858,5
2012-11-17 01:00:00,2.6191675510980588,1.6897042135710858,5
2012-11-17 01:15:00,2.7254044474058206,1.6897042135710858,5
2012-11-17 01:30:00,2.8356312296614563,1.6897042135710858,5
2012-11-17 01:45:00,2.8381555920087673,1.6897042135710858,5
2012-11-17 02:00:00,2.854579390429771,1.6897042135710858,5
2012-11-17 02:15:00,2.9084271388263705,1.6897042135710858,5
2012-11-17 02:30:00,2.943452560308964,1.6897042135710858,5
2012-11-17 02:45:00,2.9657240011361314,1.6897042135710858,5
2012-11-17 03:00:00,2.9545610271981273,1.6897042135710858,5
2012-11-17 03:15:00,2.9852272969661304,1.6897042135710858,5
2012-11-17 03:30:00,3.0260480542640353,1.6897042135710858,5
2012-11-17 03:45:00,3.0836931317478995,1.6897042135710858,5
2012-11-17 04:00:00,3.0639129908681157,1.6897042135710858,5
2012-11-17 04:15:00,3.0630997263953677,1.6897042135710858,5
2012-11-17 04:30:00,3.121303251212824,1.6897042135710858,5
2012-11-17 04:45:00,3.1817263776978817,1.6897042135710858,5
2012-11-17 05:00:00,3.212982832121958,1.6897042135710858,5
2012-11-17 05:15:00,3.2260723670326437,1.6897042135710858,5
2012-11-17 05:30:00,3.2424176540853114,1.6897042135710858,5
2012-11-17 05:45:00,3.2860289809149474,1.6897042135710858,5
2012-11-17 06:00:00,3.346469659651755,1.6897042135710858,5
2012-11-17 06:15:00,3.3831915028989075,1.6897042135710858,5
2012-11-17 06:30:00,3.3932004416856083,1.6897042135710858,5
2012-11-17 06:45:00,3.4362606906116384,1.6897042135710858,5
2012-11-17 07:00:00,3.4981115836824896,1.6897042135710858,5
2012-11-17 07:15:00,3.547723801542549,1.6897042135710858,5
2012-11-17 07:30:00,3.470075073793552,1.6897042135710858,5
2012-11-17 07:45:00,3.424085077359483,1.6897042135710858,5
2012-11-17 08:00:00,3.4646935018350073,1.6897042135710858,5
2012-11-17 08:15:00,3.4502278730635743,1.6897042135710858,5
2012-11-17 08:30:00,3.2771204395590114,1.6897042135710858,5
2012-11-17 08:45:00,3.2260217713387207,1.6897042135710858,5
2012-11-17 09:00:00,3.180970043039183,1.6897042135710858,5
2012-11-17 09:15:00,3.209786473579775,1.6897042135710858,5
2012-11-17 09:30:00,3.211055278374562,1.6897042135710858,5
2012-11-17 09:45:00,3.126618004424578,1.6897042135710858,5
2012-11-17 10:00:00,3.1212052571737057,1.6897042135710858,5
2012-11-17 10:15:00,3.144767025787429,1.6897042135710858,5
2012-11-17 10:30:00,3.1464286328168805,1.6897042135710858,5
2012-11-17 10:45:00,3.136764049824509,1.6897042135710858,5
2012-11-17 11:00:00,3.056106723880987,1.6897042135710858,5
2012-11-17 11:15:00,3.006172409748085,1.6897042135710858,5
2012-11-17 11:30:00,2.9472493438155576,1.6897042135710858,5
2012-11-17 11:45:00,2.9639569065626836,1.6897042135710858,5
2012-11-17 12:00:00,2.9610242117135557,1.6897042135710858,5
2012-11-17 12:15:00,2.8808065349679364,1.6897042135710858,5
2012-11-17 12:30:00,2.823094353075199,1.6897042135710858,5
2012-11-17 12:45:00,2.841933186837579,1.6897042135710858,5
2012-11-17 13:00:00,2.8476826302725082,1.6897042135710858,5
2012-11-17 13:15:00,2.8579065088523854,1.6897042135710858,5
2012-11-17 13:30:00,2.8389018470411136,1.6897042135710858,5
2012-11-17 13:45:00,2.8519412710390464,1.6897042135710858,5
2012-11-17 14:00:00,2.832525377437903,1.6897042135710858,5
2012-11-17 14:15:00,2.7793799402516406,1.6897042135710858,5
2012-11-17 14:30:00,2.717414240482525,1.6897042135710858,5
2012-11-17 14:45:00,2.7126960904559856,1.6897042135710858,5
2012-11-17 15:00:00,2.7373591464457054,1.6897042135710858,5
2012-11-17 15:15:00,2.764049812365635,1.6897042135710858,5
2012-11-17 15:30:00,2.6705473517781333,1.6897042135710858,5
2012-11-17 15:45:00,2.6838894133575257,1.6897042135710858,5
2012-11-17 16:00:00,2.7090452351157586,1.6897042135710858,5
2012-11-17 16:15:00,2.7230677210025944,1.6897042135710858,5
2012-11-17 16:30:00,2.6202111107329267,1.6897042135710858,5
2012-11-17 16:45:00,2.527780292588162,1.6897042135710858,5
2012-11-17 17:00:00,2.448899479822811,1.6897042135710858,5
2012-11-17 17:15:00,2.4490082668502398,1.6897042135710858,5
2012-11-17 17:30:00,2.4795965129183495,1.6897042135710858,5
2012-11-17 17:45:00,2.4392486617269733,1.6897042135710858,5
2012-11-17 18:00:00,2.3756425847805294,1.6897042135710858,5
2012-11-17 18:15:00,2.3734767852163348,1.6897042135710858,5
2012-11-17 18:30:00,2.396920074691214,1.6897042135710858,5
2012-11-17 18:45:00,2.405106510268348,1.6897042135710858,5
2012-11-17 19:00:00,2.2659148164572813,1.6897042135710858,5
2012-11-17 19:15:00,2.3339832783501904,1.6897042135710858,5
2012-11-17 19:30:00,2.382758962425281,1.6897042135710858,5
2012-11-17 19:45:00,2.43053270928945,1.6897042135710858,5
2012-11-17 20:00:00,2.469274854906847,1.6897042135710858,5
2012-11-17 20:15:00,2.4363968102995766,1.6897042135710858,5
2012-11-17 20:30:00,2.410191675847212,1.6897042135710858,5
2012-11-17 20:45:00,2.4002166480542284,1.6897042135710858,5
2012-11-17 21:00:00,2.436776076986904,1.6897042135710858,5
2012-11-17 21:15:00,2.4801741103351023,1.6897042135710858,5
2012-11-17 21:30:00,2.4797117641769475,1.6897042135710858,5
2012-11-17 21:45:00,2.449782843436737,1.6897042135710858,5
2012-11-17 22:00:00,2.4976354553458346,1.6897042135710858,5
2012-11-17 22:15:00,2.5687937696979564,1.6897042135710858,5
2012-11-17 22:30:00,2.6356876816707597,1.6897042135710858,5
2012-11-17 22:45:00,2.668876522976461,1.6897042135710858,5
2012-11-17 23:00:00,2.6809473780833644,1.6897042135710858,5
2012-11-17 23:15:00,2.7389481392322157,1.6897042135710858,5
2012-11-17 23:30:00,2.7903871830471125,1.6897042135710858,5
2012-11-17 23:45:00,2.850639580327967,1.6897042135710858,5
2012-11-18 00:00:00,2.8774010592070205,1.70984212033701,6
2012-11-18 00:15:00,2.8589653239597785,1.70984212033701,6
2012-11-18 00:30:00,6.387644812448483,1.70984212033701,6
2012-11-18 00:45:00,6.387167065687261,1.70984212033701,6
2012-11-18 01:00:00,6.3873696170646035,1.70984212033701,6
2012-11-18 01:15:00,6.387112023442208,1.70984212033701,6
2012-11-18 01:30:00,6.379684308412134,1.70984212033701,6
2012-11-18 01:45:00,6.379428608817565,1.70984212033701,6
2012-11-18 02:00:00,6.381305704947853,1.70984212033701,6
2012-11-18 02:15:00,6.384470171831021,1.70984212033701,6
2012-11-18 02:30:00,6.3860463120776085,1.70984212033701,6
2012-11-18 02:45:00,6.383978970830027,1.70984212033701,6
2012-11-18 03:00:00,6.364352873623525,1.70984212033701,6
2012-11-18 03:15:00,6.372805504642365,1.70984212033701,6
2012-11-18 03:30:00,6.378714359100901,1.70984212033701,6
2012-11-18 03:45:00,6.379765865609804,1.70984212033701,6
2012-11-18 04:00:00,6.3738410711281475,1.70984212033701,6
2012-11-18 04:15:00,6.32840101249913,1.70984212033701,6
2012-11-18 04:30:00,6.332499506513997,1.70984212033701,6
2012-11-18 04:45:00,6.37143135409933,1.70984212033701,6
2012-11-18 05:00:00,6.373079122370914,1.70984212033701,6
2012-11-18 05:15:00,6.361285984374544,1.70984212033701,6
2012-11-18 05:30:00,6.3219454086538915,1.70984212033701,6
2012-11-18 05:45:00,6.387250728991309,1.70984212033701,6
2012-11-18 06:00:00,6.39009756380918,1.70984212033701,6
2012-11-18 06:15:00,6.3972083755338165,1.70984212033701,6
2012-11-18 06:30:00,6.395115323432409,1.70984212033701,6
2012-11-18 06:45:00,6.346636904692123,1.70984212033701,6
2012-11-18 07:00:00,6.315900321806862,1.70984212033701,6
2012-11-18 07:15:00,6.315770439938426,1.70984212033701,6
2012-11-18 07:30:00,6.302256292392433,1.70984212033701,6
2012-11-18 07:45:00,6.281634689712544,1.70984212033701,6
2012-11-18 08:00:00,6.125154079694649,1.70984212033701,6
2012-11-18 08:15:00,6.035007249374271,1.70984212033701,6
2012-11-18 08:30:00,5.956645710884609,1.70984212033701,6
2012-11-18 08:45:00,5.918409309096491,1.70984212033701,6
2012-11-18 09:00:00,5.8878534925726544,1.70984212033701,6
2012-11-18 09:15:00,5.839070720157447,1.70984212033701,6
2012-11-18 09:30:00,5.722735086914299,1.70984212033701,6
2012-11-18 09:45:00,5.697153894709182,1.70984212033701,6
2012-11-18 10:00:00,5.661941197592925,1.70984212033701,6
2012-11-18 10:15:00,5.585040566101557,1.70984212033701,6
2012-11-18 10:30:00,5.493968852296125,1.70984212033701,6
2012-11-18 10:45:00,5.334458149615573,1.70984212033701,6
2012-11-18 11:00:00,5.261895452211114,1.70984212033701,6
2012-11-18 11:15:00,5.2078603451897605,1.70984212033701,6
2012-11-18 11:30:00,5.1220003416634015,1.70984212033701,6
2012-11-18 11:45:00,5.032888397828826,1.70984212033701,6
2012-11-18 12:00:00,4.912030511916635,1.70984212033701,6
2012-11-18 12:15:00,4.806770615496438,1.70984212033701,6
2012-11-18 12:30:00,4.735965450676345,1.70984212033701,6
2012-11-18 12:45:00,4.66141844023898,1.70984212033701,6
2012-11-18 13:00:00,4.6152898067185335,1.70984212033701,6
2012-11-18 13:15:00,4.542465258535281,1.70984212033701,6
2012-11-18 13:30:00,4.479656097291398,1.70984212033701,6
2012-11-18 13:45:00,4.4142602721180815,1.70984212033701,6
2012-11-18 14:00:00,4.340422646471194,1.70984212033701,6
2012-11-18 14:15:00,4.22367989731703,1.70984212033701,6
2012-11-18 14:30:00,4.07825790013334,1.70984212033701,6
2012-11-18 14:45:00,3.9723517121473524,1.70984212033701,6
2012-11-18 15:00:00,3.917377151870879,1.70984212033701,6
2012-11-18 15:15:00,3.815297743951316,1.70984212033701,6
2012-11-18 15:30:00,3.709507632422395,1.70984212033701,6
2012-11-18 15:45:00,3.7200163810123206,1.70984212033701,6
2012-11-18 16:00:00,3.6085731252116817,1.70984212033701,6
2012-11-18 16:15:00,3.536782170985372,1.70984212033701,6
2012-11-18 16:30:00,3.4656033024568758,1.70984212033701,6
2012-11-18 16:45:00,3.314510710497102,1.70984212033701,6
2012-11-18 17:00:00,3.2521502502190764,1.70984212033701,6
2012-11-18 17:15:00,3.2406495298010864,1.70984212033701,6
2012-11-18 17:30:00,3.209253709976823,1.70984212033701,6
2012-11-18 17:45:00,3.1151284082682698,1.70984212033701,6
2012-11-18 18:00:00,3.4102492577522843,1.70984212033701,6
2012-11-18 18:15:00,3.3959461126466666,1.70984212033701,6
2012-11-18 18:30:00,3.3745735841732665,1.70984212033701,6
2012-11-18 18:45:00,3.3253543044313347,1.70984212033701,6
2012-11-18 19:00:00,3.3239669447814917,1.70984212033701,6
2012-11-18 19:15:00,3.340936433097763,1.70984212033701,6
2012-11-18 19:30:00,3.3335721268633147,1.70984212033701,6
2012-11-18 19:45:00,3.3449551566500864,1.70984212033701,6
2012-11-18 20:00:00,3.3498227565051866,1.70984212033701,6
2012-11-18 20:15:00,3.3524007255994928,1.70984212033701,6
2012-11-18 20:30:00,3.330394120821139,1.70984212033701,6
2012-11-18 20:45:00,3.332793029127372,1.70984212033701,6
2012-11-18 21:00:00,3.3413573215087315,1.70984212033701,6
2012-11-18 21:15:00,3.3397520491797,1.70984212033701,6
2012-11-18 21:30:00,3.338327144693882,1.70984212033701,6
2012-11-18 21:45:00,3.3381010694704867,1.70984212033701,6
2012-11-18 22:00:00,3.3411328542876,1.70984212033701,6
2012-11-18 22:15:00,3.34291274564563,1.70984212033701,6
2012-11-18 22:30:00,3.3390080862435787,1.70984212033701,6
2012-11-18 22:45:00,3.343170744218728,1.70984212033701,6
2012-11-18 23:00:00,3.3525461406220805,1.70984212033701,6
2012-11-18 23:15:00,3.3545589315139486,1.70984212033701,6
2012-11-18 23:30:00,3.341396601722101,1.70984212033701,6
2012-11-18 23:45:00,3.3411651223787198,1.70984212033701,6
2012-11-19 00:00:00,3.348967658100031,1.273692878360831,0
2012-11-19 00:15:00,3.351831588848104,1.273692878360831,0
2012-11-19 00:30:00,3.3545994544803714,1.273692878360831,0
2012-11-19 00:45:00,3.352027371606623,1.273692878360831,0
2012-11-19 01:00:00,3.3618967860420708,1.273692878360831,0
2012-11-19 01:15:00,3.361986020196991,1.273692878360831,0
2012-11-19 01:30:00,3.373364881687127,1.273692878360831,0
2012-11-19 01:45:00,3.3737608836430604,1.273692878360831,0
2012-11-19 02:00:00,3.37691057032904,1.273692878360831,0
2012-11-19 02:15:00,3.37888665095472,1.273692878360831,0
2012-11-19 02:30:00,3.3771937314877283,1.273692878360831,0
2012-11-19 02:45:00,3.3778043904287895,1.273692878360831,0
2012-11-19 03:00:00,3.3677185341117815,1.273692878360831,0
2012-11-19 03:15:00,3.357955572219502,1.273692878360831,0
2012-11-19 03:30:00,3.343047356080976,1.273692878360831,0
2012-11-19 03:45:00,3.3502243395032525,1.273692878360831,0
2012-11-19 04:00:00,3.3488080902016475,1.273692878360831,0
2012-11-19 04:15:00,3.343702102460685,1.273692878360831,0
2012-11-19 04:30:00,3.3343580716533734,1.273692878360831,0
2012-11-19 04:45:00,3.3106560905657365,1.273692878360831,0
2012-11-19 05:00:00,3.306526217195322,1.273692878360831,0
2012-11-19 05:15:00,3.3034286166042706,1.273692878360831,0
2012-11-19 05:30:00,3.3044841692766522,1.273692878360831,0
2012-11-19 05:45:00,3.1925034259965965,1.273692878360831,0
2012-11-19 06:00:00,3.2032332298788373,1.273692878360831,0
2012-11-19 06:15:00,3.227231785911884,1.273692878360831,0
2012-11-19 06:30:00,3.3075708609189323,1.273692878360831,0
2012-11-19 06:45:00,3.953863616767782,1.273692878360831,0
2012-11-19 07:00:00,3.955351201220949,1.273692878360831,0
2012-11-19 07:15:00,3.9615089454650994,1.273692878360831,0
2012-11-19 07:30:00,3.9846286683955894,1.273692878360831,0
2012-11-19 07:45:00,4.015578258482831,1.273692878360831,0
2012-11-19 08:00:00,4.017311367693573,1.273692878360831,0
2012-11-19 08:15:00,4.0146781471246245,1.273692878360831,0
2012-11-19 08:30:00,4.014421269000055,1.273692878360831,0
2012-11-19 08:45:00,4.037056864226711,1.273692878360831,0
2012-11-19 09:00:00,4.0304749254895516,1.273692878360831,0
2012-11-19 09:15:00,4.0161455401914905,1.273692878360831,0
2012-11-19 09:30:00,4.005205987212143,1.273692878360831,0
2012-11-19 09:45:00,4.015977465076218,1.273692878360831,0
2012-11-19 10:00:00,4.016747751602035,1.273692878360831,0
2012-11-19 10:15:00,3.9981202614478732,1.273692878360831,0
2012-11-19 10:30:00,4.022861621408324,1.273692878360831,0
2012-11-19 10:45:00,4.022861621408324,1.273692878360831,0
2012-11-19 11:00:00,4.02185824588585,1.273692878360831,0
2012-11-19 11:15:00,3.9934888412264287,1.273692878360831,0
2012-11-19 11:30:00,3.9974308155363993,1.273692878360831,0
2012-11-19 11:45:00,4.028237828132793,1.273692878360831,0
2012-11-19 12:00:00,4.102547988750406,1.273692878360831,0
2012-11-19 12:15:00,4.102816486878253,1.273692878360831,0
2012-11-19 12:30:00,4.119935527408166,1.273692878360831,0
2012-11-19 12:45:00,4.104464794586501,1.273692878360831,0
2012-11-19 13:00:00,4.08864318876079,1.273692878360831,0
2012-11-19 13:15:00,4.088867890382374,1.273692878360831,0
2012-11-19 13:30:00,4.075603099542447,1.273692878360831,0
2012-11-19 13:45:00,4.084223457402889,1.273692878360831,0
2012-11-19 14:00:00,4.1028279119407385,1.273692878360831,0
2012-11-19 14:15:00,4.1248022679881275,1.273692878360831,0
2012-11-19 14:30:00,4.106597588028318,1.273692878360831,0
2012-11-19 14:45:00,4.11698084158768,1.273692878360831,0
2012-11-19 15:00:00,4.095822948443939,1.273692878360831,0
2012-11-19 15:15:00,4.116696187478498,1.273692878360831,0
2012-11-19 15:30:00,4.0927970264844555,1.273692878360831,0
2012-11-19 15:45:00,3.9487957024895572,1.273692878360831,0
2012-11-19 16:00:00,4.008202137492568,1.273692878360831,0
2012-11-19 16:15:00,4.012517523326221,1.273692878360831,0
2012-11-19 16:30:00,4.012667052597311,1.273692878360831,0
2012-11-19 16:45:00,4.0128948403864255,1.273692878360831,0
2012-11-19 17:00:00,4.01570666259377,1.273692878360831,0
2012-11-19 17:15:00,4.017625231402252,1.273692878360831,0
2012-11-19 17:30:00,4.017425714932386,1.273692878360831,0
2012-11-19 17:45:00,4.042573051288003,1.273692878360831,0
2012-11-19 18:00:00,3.7821719950314256,1.273692878360831,0
2012-11-19 18:15:00,3.8179641171703014,1.273692878360831,0
2012-11-19 18:30:00,4.07535926330428,1.273692878360831,0
2012-11-19 18:45:00,4.129468034747332,1.273692878360831,0
2012-11-19 19:00:00,4.1409656935309185,1.273692878360831,0
2012-11-19 19:15:00,4.127264151347719,1.273692878360831,0
2012-11-19 19:30:00,4.127621894020818,1.273692878360831,0
2012-11-19 19:45:00,4.1157487168193345,1.273692878360831,0
2012-11-19 20:00:00,4.1151439069612135,1.273692878360831,0
2012-11-19 20:15:00,4.11240577399653,1.273692878360831,0
2012-11-19 20:30:00,4.117630917772986,1.273692878360831,0
2012-11-19 20:45:00,4.1157487168193345,1.273692878360831,0
2012-11-19 21:00:00,4.10934757595412,1.273692878360831,0
2012-11-19 21:15:00,4.112338522665662,1.273692878360831,0
2012-11-19 21:30:00,4.126348643171103,1.273692878360831,0
2012-11-19 21:45:00,4.126316835266047,1.273692878360831,0
2012-11-19 22:00:00,4.129918658399945,1.273692878360831,0
2012-11-19 22:15:00,4.136559938523797,1.273692878360831,0
2012-11-19 22:30:00,4.1346047271776785,1.273692878360831,0
2012-11-19 22:45:00,4.135549011316394,1.273692878360831,0
2012-11-19 23:00:00,4.1292602999811,1.273692878360831,0
2012-11-19 23:15:00,4.127667319443272,1.273692878360831,0
2012-11-19 23:30:00,4.127241436480304,1.273692878360831,0
2012-11-19 23:45:00,4.130329511673373,1.273692878360831,0
2012-11-20 00:00:00,4.010865321224337,1.1858390363719216,1
2012-11-20 00:15:00,4.015154495782198,1.1858390363719216,1
2012-11-20 00:30:00,4.012439251876594,1.1858390363719216,1
2012-11-20 00:45:00,4.012663548068789,1.1858390363719216,1
2012-11-20 01:00:00,4.006715456580365,1.1858390363719216,1
2012-11-20 01:15:00,4.009457959001441,1.1858390363719216,1
2012-11-20 01:30:00,4.002043618577889,1.1858390363719216,1
2012-11-20 01:45:00,4.001067826218397,1.1858390363719216,1
2012-11-20 02:00:00,4.000711655443317,1.1858390363719216,1
2012-11-20 02:15:00,3.9951963343495405,1.1858390363719216,1
2012-11-20 02:30:00,3.9918757339125683,1.1858390363719216,1
2012-11-20 02:45:00,3.9946131696323244,1.1858390363719216,1
2012-11-20 03:00:00,4.013073557137971,1.1858390363719216,1
2012-11-20 03:15:00,4.006751723653464,1.1858390363719216,1
2012-11-20 03:30:00,4.005347597275423,1.1858390363719216,1
2012-11-20 03:45:00,4.009726845434737,1.1858390363719216,1
2012-11-20 04:00:00,4.009951293345096,1.1858390363719216,1
2012-11-20 04:15:00,4.0068885996493595,1.1858390363719216,1
2012-11-20 04:30:00,4.011239287925865,1.1858390363719216,1
2012-11-20 04:45:00,4.014387406566537,1.1858390363719216,1
2012-11-20 05:00:00,4.013901624355037,1.1858390363719216,1
2012-11-20 05:15:00,4.01361549914787,1.1858390363719216,1
2012-11-20 05:30:00,4.007777594877241,1.1858390363719216,1
2012-11-20 05:45:00,3.9172814233853566,1.1858390363719216,1
2012-11-20 06:00:00,3.8121671985892758,1.1858390363719216,1
2012-11-20 06:15:00,3.6961965248076307,1.1858390363719216,1
2012-11-20 06:30:00,3.4184933633108026,1.1858390363719216,1
2012-11-20 06:45:00,3.5803316885450718,1.1858390363719216,1
2012-11-20 07:00:00,3.6731577014879178,1.1858390363719216,1
2012-11-20 07:15:00,3.800332222319517,1.1858390363719216,1
2012-11-20 07:30:00,3.870534120118307,1.1858390363719216,1
2012-11-20 07:45:00,3.8420172923869043,1.1858390363719216,1
2012-11-20 08:00:00,3.8432274034982625,1.1858390363719216,1
2012-11-20 08:15:00,3.8712461656422725,1.1858390363719216,1
2012-11-20 08:30:00,3.8734069305974033,1.1858390363719216,1
2012-11-20 08:45:00,3.849215017376919,1.1858390363719216,1
2012-11-20 09:00:00,3.8493428822332776,1.1858390363719216,1
2012-11-20 09:15:00,3.8889169443432445,1.1858390363719216,1
2012-11-20 09:30:00,3.8976399108947963,1.1858390363719216,1
2012-11-20 09:45:00,3.9098589328772455,1.1858390363719216,1
2012-11-20 10:00:00,3.92854577102011,1.1858390363719216,1
2012-11-20 10:15:00,3.9257956996002727,1.1858390363719216,1
2012-11-20 10:30:00,3.9338685635135286,1.1858390363719216,1
2012-11-20 10:45:00,3.9302266156037358,1.1858390363719216,1
2012-11-20 11:00:00,3.912356626766021,1.1858390363719216,1
2012-11-20 11:15:00,3.9019814677929974,1.1858390363719216,1
2012-11-20 11:30:00,3.9497606731294486,1.1858390363719216,1
2012-11-20 11:45:00,3.953556547591042,1.1858390363719216,1
2012-11-20 12:00:00,3.8925915210820663,1.1858390363719216,1
2012-11-20 12:15:00,3.9874956896528424,1.1858390363719216,1
2012-11-20 12:30:00,3.959181970432781,1.1858390363719216,1
2012-11-20 12:45:00,3.960034327502729,1.1858390363719216,1
